# Fix print output for fix output
10000,0.997382006122009,5
20000,0.9691076722397,59
30000,0.940309739581794,114
40000,0.909941010597092,172
50000,0.881666676714784,226
60000,0.85234514528128,282
70000,0.823547212623374,337
80000,0.793178483638673,395
90000,0.762809754653972,453
100000,0.73296462444487,510
110000,0.703643093011365,566
120000,0.673274364026664,624
130000,0.643952832593159,680
140000,0.614107702384056,737
150000,0.586356967277348,790
160000,0.55808263339504,844
170000,0.529284700737132,899
180000,0.499439570528028,956
190000,0.470641637870124,1011
200000,0.442890902763416,1064
210000,0.413045772554312,1121
220000,0.39262542030598,1160
230000,0.377441055813628,1189
240000,0.376393858262432,1191
250000,0.37429946316004,1195
260000,0.374823061935636,1194
270000,0.374823061935636,1194
280000,0.374823061935636,1194
290000,0.374823061935636,1194
300000,0.374823061935636,1194
310000,0.374823061935636,1194
320000,0.374823061935636,1194
330000,0.374823061935636,1194
340000,0.374823061935636,1194
350000,0.374823061935636,1194
