# Fix print output for fix output
10000,1,0
20000,0.984815635507649,29
30000,0.95706490040094,82
40000,0.927743368967435,138
50000,0.898945436309528,193
60000,0.867005910998032,254
70000,0.839778774666921,306
80000,0.807839249355426,367
90000,0.775376125268332,429
100000,0.748148988937221,481
110000,0.71778025995252,539
120000,0.688982327294614,594
130000,0.655472005656323,658
140000,0.626150474222819,714
150000,0.599446936667304,765
160000,0.569078207682604,823
170000,0.5402802750247,878
180000,0.510435144815596,935
190000,0.4784956195041,996
200000,0.453362878275384,1044
210000,0.420376155412692,1107
220000,0.39890860561316,1148
230000,0.388960228876792,1167
240000,0.386342234998804,1172
250000,0.384771438672008,1175
260000,0.383200642345212,1178
270000,0.382677043569616,1179
280000,0.382677043569616,1179
290000,0.382677043569616,1179
300000,0.382677043569616,1179
310000,0.382677043569616,1179
320000,0.382677043569616,1179
330000,0.382677043569616,1179
340000,0.382677043569616,1179
350000,0.382677043569616,1179
