# Fix print output for fix output
10000,1,0
20000,1,0
30000,0.962300888156922,9
40000,0.945545727337777,13
50000,0.912035405699486,21
60000,0.878525084061195,29
70000,0.857581133037263,34
80000,0.836637182013331,39
90000,0.80312686037504,47
100000,0.777994119146321,53
110000,0.757050168122389,58
120000,0.719351056279312,67
130000,0.690029524845807,74
140000,0.669085573821875,79
150000,0.63976404238837,86
160000,0.610442510954865,93
170000,0.58112097952136,100
180000,0.555988238292644,106
190000,0.526666706859136,113
200000,0.493156385220848,121
210000,0.472212434196916,126
220000,0.442890902763408,133
230000,0.434513322353836,135
240000,0.40938058112512,141
250000,0.39681421051076,144
260000,0.392625420305972,145
270000,0.388436630101188,146
280000,0.388436630101188,146
290000,0.388436630101188,146
300000,0.388436630101188,146
310000,0.388436630101188,146
320000,0.388436630101188,146
330000,0.388436630101188,146
340000,0.388436630101188,146
350000,0.388436630101188,146
